"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Mocodes","Vict Age","Vict Sex","Vict Descent","Premis Cd","Premis Desc","Weapon Used Cd","Weapon Desc","Status","Status Desc","Crm Cd 1","Crm Cd 2","Crm Cd 3","Crm Cd 4","LOCATION","Cross Street","LAT","LON"
"230200511","01/10/2023 12:00:00 AM","01/10/2023 12:00:00 AM","1530","02","Rampart","0257","1","761","BRANDISH WEAPON","2001 1822 0334 1402","40","F","H","406","OTHER STORE","201","KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","IC","Invest Cont","761","998","","","1500 W  6TH                          ST","","34.0566","-118.2681"
"230205920","02/11/2023 12:00:00 AM","02/11/2023 12:00:00 AM","0340","02","Rampart","0205","1","210","ROBBERY","1822 0355 0334 0449 0344 1300","24","M","H","102","SIDEWALK","102","HAND GUN","IC","Invest Cont","210","","","","SUNSET","BENTON","34.0806","-118.2704"
"230106892","02/13/2023 12:00:00 AM","02/13/2023 12:00:00 AM","0022","01","Central","0182","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0400 0447 0416","47","M","H","122","VEHICLE, PASSENGER/TRUCK","212","BOTTLE","AA","Adult Arrest","740","","","","900 S  FLOWER                       ST","","34.0458","-118.2614"
"230704540","01/13/2023 12:00:00 AM","01/09/2023 12:00:00 AM","1200","07","Wilshire","0753","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1822 0352 1221","20","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","341","","","","1100 S  SPAULDING                    AV","","34.0561","-118.3601"
"230806841","03/01/2023 12:00:00 AM","01/23/2023 12:00:00 AM","1100","08","West LA","0831","1","480","BIKE - STOLEN","0344 1822","0","","","123","PARKING UNDERGROUND/BUILDING","","","IC","Invest Cont","480","","","","1100 S  BUNDY                        DR","","34.0465","-118.4683"
"231506149","02/21/2023 12:00:00 AM","02/21/2023 12:00:00 AM","0450","15","N Hollywood","1522","2","940","EXTORTION","","40","F","H","101","STREET","","","IC","Invest Cont","940","","","","13000    VANOWEN                      ST","","34.1939","-118.4163"
"231305802","02/04/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0015","13","Newton","1331","2","354","THEFT OF IDENTITY","0100","49","F","H","750","CYBERSPACE","","","IC","Invest Cont","354","","","","100 W  27TH                         ST","","34.0238","-118.2693"
"230904489","01/14/2023 12:00:00 AM","01/13/2023 12:00:00 AM","1835","09","Van Nuys","0952","1","310","BURGLARY","0358 1607 1414 1420 0329 0344","55","M","H","203","OTHER BUSINESS","","","IC","Invest Cont","310","","","","15200    BURBANK                      BL","","34.1721","-118.4645"
"231205774","01/31/2023 12:00:00 AM","01/30/2023 12:00:00 AM","0200","12","77th Street","1209","1","210","ROBBERY","0344 0431 1822","29","M","H","101","STREET","512","MACE/PEPPER SPRAY","IC","Invest Cont","210","","","","FIGUEROA                     ST","50TH                         ST","33.9974","-118.2827"
"231307148","03/03/2023 12:00:00 AM","02/26/2023 12:00:00 AM","1800","13","Newton","1371","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","100 W  57TH                         ST","","33.9906","-118.2745"
"230506190","02/28/2023 12:00:00 AM","02/27/2023 12:00:00 AM","2100","05","Harbor","0516","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385 1300 0344","28","M","H","101","STREET","","","IC","Invest Cont","331","","","","1300    LAGOON                       AV","","33.7889","-118.2678"
"231406345","02/27/2023 12:00:00 AM","02/25/2023 12:00:00 AM","2202","14","Pacific","1426","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","0421","32","M","W","101","STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","930","","","","11200    NATIONAL                     BL","","34.0266","-118.4308"
"231106051","02/21/2023 12:00:00 AM","02/19/2023 12:00:00 AM","1615","11","Northeast","1136","1","480","BIKE - STOLEN","1822 0344","46","F","W","101","STREET","","","IC","Invest Cont","480","","","","OLANCHA                      DR","PALMERO                      DR","34.114","-118.2169"
"230300565","02/23/2023 12:00:00 AM","02/19/2023 12:00:00 AM","0430","03","Southwest","0331","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0906 1822 1816 0311 1309","22","X","X","109","PARK/PLAYGROUND","","","IC","Invest Cont","740","","","","2900    VINEYARD                     AV","","34.0283","-118.3492"
"231505960","02/16/2023 12:00:00 AM","02/15/2023 12:00:00 AM","1220","15","N Hollywood","1514","2","354","THEFT OF IDENTITY","0377","25","M","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","6700    RADFORD                      AV","","34.194","-118.3943"
"231006241","02/27/2023 12:00:00 AM","02/15/2023 12:00:00 AM","2100","10","West Valley","1004","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","7600    RESEDA                       BL","","34.2084","-118.536"
"231105423","02/06/2023 12:00:00 AM","02/05/2023 12:00:00 AM","1330","11","Northeast","1113","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1300 0385","49","F","O","108","PARKING LOT","","","IC","Invest Cont","331","","","","2700    COLORADO                     BL","","34.1427","-118.2243"
"231605733","02/23/2023 12:00:00 AM","02/20/2023 12:00:00 AM","0001","16","Foothill","1681","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329","0","X","X","721","HIGH SCHOOL","","","IC","Invest Cont","740","","","","12400    ROSCOE                       BL","","34.2217","-118.4031"
"232104484","01/14/2023 12:00:00 AM","01/14/2023 12:00:00 AM","1343","21","Topanga","2156","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 0378 1420","35","M","X","405","CLOTHING STORE","","","IC","Invest Cont","442","","","","21700    VICTORY                      BL","","34.1877","-118.6015"
"230306723","02/20/2023 12:00:00 AM","02/20/2023 12:00:00 AM","2015","03","Southwest","0373","2","762","LEWD CONDUCT","0910 2052 2050 0528 1822","27","F","B","947","MTA - EXPO LINE - EXPO/CRENSHAW","","","IC","Invest Cont","762","","","","3400    EXPOSITION                   BL","","34.0222","-118.333"
"230506392","03/05/2023 12:00:00 AM","03/05/2023 12:00:00 AM","1900","05","Harbor","0564","2","624","BATTERY - SIMPLE ASSAULT","1202 0416 0448","63","M","W","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","300 W  7TH                          ST","","33.7379","-118.2835"
"231705232","01/28/2023 12:00:00 AM","01/26/2023 12:00:00 AM","1708","17","Devonshire","1764","1","343","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","0344 1608 1822","0","X","X","205","GUN/SPORTING GOODS","","","IC","Invest Cont","343","","","","9300    TAMPA                        AV","","34.244","-118.5583"
"231706241","02/19/2023 12:00:00 AM","02/19/2023 12:00:00 AM","1800","17","Devonshire","1781","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","0913 1300 2000 0416 0417 1814","36","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","20900    PARTHENIA                    ST","","34.2332","-118.5829"
"232005994","01/24/2023 12:00:00 AM","01/23/2023 12:00:00 AM","1900","20","Olympic","2024","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1307 1822","26","F","H","122","VEHICLE, PASSENGER/TRUCK","","","IC","Invest Cont","740","","","","500 S  KINGSLEY                     DR","","34.0654","-118.3028"
"231706018","02/22/2023 12:00:00 AM","02/22/2023 12:00:00 AM","0900","17","Devonshire","1781","1","350","THEFT, PERSON","0448 0400 2000 1814 2004","31","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","350","","","","8700    DE SOTO                      AV","","34.2286","-118.5885"
"232004340","01/08/2023 12:00:00 AM","01/08/2023 12:00:00 AM","0900","20","Olympic","2017","2","886","DISTURBING THE PEACE","0913 0603 0361","57","F","H","121","YARD (RESIDENTIAL/BUSINESS)","","","IC","Invest Cont","886","","","","200 S  CATALINA                     ST","","34.0706","-118.2954"
"230306156","02/11/2023 12:00:00 AM","02/11/2023 12:00:00 AM","0550","03","Southwest","0362","1","330","BURGLARY FROM VEHICLE","1302 1822 1601 0344 0385","51","M","B","101","STREET","","","IC","Invest Cont","330","","","","4600    OBAMA                        BL","","34.0215","-118.346"
"231404612","01/18/2023 12:00:00 AM","01/07/2023 12:00:00 AM","0330","14","Pacific","1435","1","510","VEHICLE - STOLEN","","0","","","108","PARKING LOT","","","IC","Invest Cont","510","","","","3700    MCLAUGHLIN                   AV","","34.0106","-118.4262"
"231806047","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0955","18","Southeast","1862","2","354","THEFT OF IDENTITY","0930 1822","28","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","200 E  120TH                        ST","","33.9237","-118.2716"
"231006262","02/27/2023 12:00:00 AM","02/24/2023 12:00:00 AM","1530","10","West Valley","1017","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0377 0344 1300 1822 1202","69","F","H","108","PARKING LOT","","","IC","Invest Cont","420","","","","SATICOY","LOUISE                       AV","34.2084","-118.5098"
"230706148","02/16/2023 12:00:00 AM","02/15/2023 12:00:00 AM","1200","07","Wilshire","0762","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344","31","F","A","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","341","","","","1500    HI POINT                     ST","","34.0501","-118.3692"
"231305992","02/08/2023 12:00:00 AM","02/08/2023 12:00:00 AM","1800","13","Newton","1347","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0342 0305 0411","34","M","H","102","SIDEWALK","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","230","","","","43RD                         ST","HOOPER                       AV","34.0096","-118.244"
"230306737","02/21/2023 12:00:00 AM","02/21/2023 12:00:00 AM","1645","03","Southwest","0362","2","662","BUNCO, GRAND THEFT","0344 0940 1900 0800 0701 1822","60","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","662","","","","3600    CHESAPEAKE                   AV","","34.017","-118.3477"
"232105686","02/15/2023 12:00:00 AM","02/15/2023 12:00:00 AM","0126","21","Topanga","2177","2","901","VIOLATION OF RESTRAINING ORDER","2038","69","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","901","","","","5900    CANOGA                       AV","","34.1773","-118.5974"
"232104610","01/17/2023 12:00:00 AM","01/15/2023 12:00:00 AM","0001","21","Topanga","2148","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","33","M","W","146","PATIO*","","","IC","Invest Cont","440","","","","20200    SHERMAN                      WY","","34.201","-118.5737"
"231905977","02/15/2023 12:00:00 AM","02/14/2023 12:00:00 AM","1745","19","Mission","1981","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325","0","M","O","242","DISCOUNT STORE (99 CENT,DOLLAR,ETC.","","","IC","Invest Cont","442","","","","8700 N  SEPULVEDA                    BL","","34.2267","-118.4704"
"231305415","01/30/2023 12:00:00 AM","01/28/2023 12:00:00 AM","1930","13","Newton","1393","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329","36","M","A","122","VEHICLE, PASSENGER/TRUCK","","","IC","Invest Cont","745","","","","6300 S  BROADWAY","","33.9824","-118.2783"
"232104347","01/11/2023 12:00:00 AM","01/02/2023 12:00:00 AM","1400","21","Topanga","2156","1","330","BURGLARY FROM VEHICLE","1300 0329 1307 1501 1609","50","M","W","108","PARKING LOT","","","IC","Invest Cont","330","","","","6600    TOPANGA                      BL","","34.1904","-118.6059"
"230904989","01/28/2023 12:00:00 AM","01/27/2023 12:00:00 AM","1715","09","Van Nuys","0915","1","330","BURGLARY FROM VEHICLE","0358 1300 0352 0321 1612 0344","54","M","H","101","STREET","","","IC","Invest Cont","330","","","","7000    HAZELTINE                    AV","","34.1976","-118.4443"
"232106374","03/04/2023 12:00:00 AM","03/04/2023 12:00:00 AM","1630","21","Topanga","2156","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344","77","F","W","727","SHOPPING MALL (COMMON AREA)","","","IC","Invest Cont","341","","","","VICTORY                      BL","TOPANGA CANYON               BL","34.1869","-118.6059"
"232104723","01/20/2023 12:00:00 AM","01/20/2023 12:00:00 AM","2200","21","Topanga","2118","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 2032","28","F","W","503","HOTEL","","","IC","Invest Cont","341","","","","20100    ROSCOE                       BL","","34.2203","-118.571"
"231300551","01/22/2023 12:00:00 AM","01/22/2023 12:00:00 AM","2300","13","Newton","1343","1","251","SHOTS FIRED AT INHABITED DWELLING","0450 1822 1407 1100 1309","40","M","H","501","SINGLE FAMILY DWELLING","106","UNKNOWN FIREARM","IC","Invest Cont","251","998","","","3800    GRIFFITH                     AV","","34.0119","-118.2625"
"230706448","02/24/2023 12:00:00 AM","02/22/2023 12:00:00 AM","0500","07","Wilshire","0734","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","32","F","W","504","OTHER RESIDENCE","","","IC","Invest Cont","440","","","","300 S  COCHRAN                      AV","","34.0677","-118.3548"
"230606758","02/28/2023 12:00:00 AM","02/23/2023 12:00:00 AM","1420","06","Hollywood","0663","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344 1501","35","F","H","507","CONDOMINIUM/TOWNHOUSE","","","IC","Invest Cont","440","","","","6600    SANTA MONICA                 BL","","34.0907","-118.3332"
"231505453","02/05/2023 12:00:00 AM","02/03/2023 12:00:00 AM","0900","15","N Hollywood","1532","2","354","THEFT OF IDENTITY","0377","36","M","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","5600    LAUREL CANYON                BL","","34.1797","-118.4014"
"231706057","02/11/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1603","17","Devonshire","1782","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 2032","33","F","B","406","OTHER STORE","","","IC","Invest Cont","440","","","","8800    CORBIN                       AV","","34.2302","-118.5623"
"231104682","01/19/2023 12:00:00 AM","01/17/2023 12:00:00 AM","1245","11","Northeast","1158","2","624","BATTERY - SIMPLE ASSAULT","0416 0444 0913 0906","49","X","H","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","ROSEVIEW","CYPRESS","34.0951","-118.2171"
"231605483","02/15/2023 12:00:00 AM","02/15/2023 12:00:00 AM","0120","16","Foothill","1687","2","438","RECKLESS DRIVING","1300","0","X","X","101","STREET","","","IC","Invest Cont","438","","","","ARMINTA","FAIR","34.2135","-118.3747"
"231906609","03/04/2023 12:00:00 AM","02/26/2023 12:00:00 AM","2000","19","Mission","1974","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","9000    CEDROS                       AV","","34.2336","-118.4535"
"230306548","02/18/2023 12:00:00 AM","02/18/2023 12:00:00 AM","1345","03","Southwest","0332","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0216 0302 0309 0329 0334 1309 1822","22","X","X","202","LIQUOR STORE","102","HAND GUN","IC","Invest Cont","740","","","","4600 W  ADAMS                        BL","","34.0326","-118.3405"
"231905272","02/02/2023 12:00:00 AM","01/31/2023 12:00:00 AM","2050","19","Mission","1987","2","932","PEEPING TOM","0913 1258 0552","17","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","932","","","","8900    MOONBEAM                     AV","","34.2315","-118.4429"
"231504121","01/03/2023 12:00:00 AM","01/03/2023 12:00:00 AM","0815","15","N Hollywood","1591","1","310","BURGLARY","0344","0","M","O","218","BEAUTY/BARBER SHOP","","","IC","Invest Cont","310","","","","12200    VENTURA                      BL","","34.1433","-118.3983"
"230606697","03/05/2023 12:00:00 AM","03/05/2023 12:00:00 AM","0410","06","Hollywood","0644","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","0400 2000 1814 1501 1206 2002 0319 0444","28","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","7300    FOUNTAIN                     AV","","34.0962","-118.349"
"231306647","02/21/2023 12:00:00 AM","02/13/2023 12:00:00 AM","1400","13","Newton","1353","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","800 E  VERNON                       AV","","34.0039","-118.2617"
"230604291","01/07/2023 12:00:00 AM","01/07/2023 12:00:00 AM","1845","06","Hollywood","0645","2","664","BUNCO, PETTY THEFT","1402 0701 1822 0344","0","M","X","102","SIDEWALK","","","IC","Invest Cont","664","998","","","HOLLYWOOD","HIGHLAND                     BL","34.1015","-118.3387"
"231406084","02/21/2023 12:00:00 AM","02/17/2023 12:00:00 AM","1100","14","Pacific","1488","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","9000    BELLANCA                     AV","","33.9551","-118.3805"
"230106992","02/13/2023 12:00:00 AM","02/10/2023 12:00:00 AM","2300","01","Central","0182","1","330","BURGLARY FROM VEHICLE","0344 1300 1822","23","M","C","707","GARAGE/CARPORT","","","IC","Invest Cont","330","","","","1200 S  GRAND                        AV","","34.0401","-118.2633"
"230107787","02/27/2023 12:00:00 AM","02/26/2023 12:00:00 AM","1800","01","Central","0185","1","330","BURGLARY FROM VEHICLE","0329 0344 1307 1609","28","F","H","108","PARKING LOT","","","IC","Invest Cont","330","","","","900 S  BROADWAY","","34.0423","-118.2561"
"230306334","02/14/2023 12:00:00 AM","02/14/2023 12:00:00 AM","0500","03","Southwest","0395","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1822 0344 1606 0385 1300","53","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","331","","","","4000 S  HARVARD                      BL","","34.0109","-118.3067"
"231304567","01/11/2023 12:00:00 AM","01/11/2023 12:00:00 AM","1600","13","Newton","1322","1","761","BRANDISH WEAPON","1822 0605 0334 1309","49","M","B","102","SIDEWALK","102","HAND GUN","IC","Invest Cont","761","","","","400 E  ADAMS                        BL","","34.0234","-118.2654"
"230506022","02/24/2023 12:00:00 AM","02/24/2023 12:00:00 AM","1052","05","Harbor","0567","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 0394","35","F","D","119","PORCH, RESIDENTIAL","","","IC","Invest Cont","341","","","","300 W  19TH                         ST","","33.727","-118.2841"
"230104711","01/10/2023 12:00:00 AM","01/02/2023 12:00:00 AM","2000","01","Central","0162","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0385 1300 1606 1822 0329","26","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","331","","","","800 S  HOPE                         ST","","34.0466","-118.259"
"230405210","02/06/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0445","04","Hollenbeck","0443","2","354","THEFT OF IDENTITY","0100","44","F","B","504","OTHER RESIDENCE","","","IC","Invest Cont","354","","","","1700    ZONAL                        AV","","34.0621","-118.2106"
"230706184","02/17/2023 12:00:00 AM","02/17/2023 12:00:00 AM","1842","07","Wilshire","0762","1","310","BURGLARY","1609 0321 1822","39","M","A","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","310","","","","1400 S  CRESCENT HEIGHTS             BL","","34.0525","-118.3721"
"231205535","01/28/2023 12:00:00 AM","01/28/2023 12:00:00 AM","0200","12","77th Street","1248","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1243 1813 0913 2002 1309 1240 0416","38","F","H","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","FLORENCE                     AV","HOOVER                       ST","33.9746","-118.2871"
"230604241","01/07/2023 12:00:00 AM","01/06/2023 12:00:00 AM","1215","06","Hollywood","0659","2","624","BATTERY - SIMPLE ASSAULT","1202 1822 0400 0429","65","M","W","510","NURSING/CONVALESCENT/RETIREMENT HOME","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","5400    FOUNTAIN                     AV","","34.0966","-118.3049"
"230806214","02/20/2023 12:00:00 AM","02/20/2023 12:00:00 AM","2205","08","West LA","0853","2","624","BATTERY - SIMPLE ASSAULT","0400 0444","65","M","O","510","NURSING/CONVALESCENT/RETIREMENT HOME","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","1500    SAWTELLE                     BL","","34.0484","-118.4501"
"231207553","02/28/2023 12:00:00 AM","02/21/2023 12:00:00 AM","1855","12","77th Street","1245","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","0342 0216 1309 0421 0432 1816 0913 0209","27","M","O","401","MINI-MART","511","VERBAL THREAT","IC","Invest Cont","930","","","","7100 S  VERMONT                      AV","","33.9766","-118.2919"
"231205364","01/23/2023 12:00:00 AM","01/22/2023 12:00:00 AM","0920","12","77th Street","1253","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1300 0329 1822","35","F","B","122","VEHICLE, PASSENGER/TRUCK","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","740","","","","79TH                         ST","WESTERN                      AV","33.9673","-118.309"
"231804398","01/06/2023 12:00:00 AM","01/06/2023 12:00:00 AM","1200","18","Southeast","1801","2","623","BATTERY POLICE (SIMPLE)","0913 1212 0448 1300","0","X","X","104","DRIVEWAY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","623","","","","8900    BARING CROSS                 ST","","33.9565","-118.2893"
"232104071","01/03/2023 12:00:00 AM","01/03/2023 12:00:00 AM","1140","21","Topanga","2177","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0416 1814","26","F","B","507","CONDOMINIUM/TOWNHOUSE","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","626","","","","5700    OWENSMOUTH                   AV","","34.1732","-118.6019"
"231807099","03/02/2023 12:00:00 AM","03/02/2023 12:00:00 AM","1545","18","Southeast","1831","2","354","THEFT OF IDENTITY","1822","42","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","500 W  127TH                        ST","","33.9176","-118.2829"
"230306639","02/20/2023 12:00:00 AM","02/13/2023 12:00:00 AM","1100","03","Southwest","0311","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","2800    DURAY                        PL","","34.029","-118.3604"
"230906451","03/05/2023 12:00:00 AM","03/04/2023 12:00:00 AM","0930","09","Van Nuys","0935","2","624","BATTERY - SIMPLE ASSAULT","0400 0448 0538","31","F","H","123","PARKING UNDERGROUND/BUILDING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","14200    DELANO                       ST","","34.1826","-118.4422"
"230100596","03/02/2023 12:00:00 AM","03/02/2023 12:00:00 AM","1855","01","Central","0162","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1402 0907 0325","25","M","H","404","DEPARTMENT STORE","","","IC","Invest Cont","442","998","","","700 W  7TH                          ST","","34.048","-118.2577"
"231506304","02/24/2023 12:00:00 AM","02/24/2023 12:00:00 AM","1541","15","N Hollywood","1591","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 1822","44","F","W","414","BOOK STORE","","","IC","Invest Cont","442","","","","12100    VENTURA                      BL","","34.1436","-118.3953"
"230804655","01/06/2023 12:00:00 AM","01/06/2023 12:00:00 AM","1905","08","West LA","0898","2","354","THEFT OF IDENTITY","0100 0930 0928","48","M","B","507","CONDOMINIUM/TOWNHOUSE","","","IC","Invest Cont","354","","","","2300 S  CORNING                      ST","","34.0391","-118.3803"
"230305567","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","1720","03","Southwest","0312","2","624","BATTERY - SIMPLE ASSAULT","1259 0342 0416 0446 2024 1309 1251 1820 0913 2033","15","F","H","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","WESTHAVEN","COCHRAN                      BL","34.0306","-118.3592"
"230100583","02/24/2023 12:00:00 AM","02/24/2023 12:00:00 AM","0215","01","Central","0176","1","330","BURGLARY FROM VEHICLE","0329 0344 1300 1307 1609 1402 1822 2004 0321","0","X","X","101","STREET","","","IC","Invest Cont","330","998","","","8TH","SANTEE","34.0408","-118.2512"
"230605208","01/31/2023 12:00:00 AM","01/31/2023 12:00:00 AM","1100","06","Hollywood","0646","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","1300 N  LAS PALMAS                   AV","","34.0944","-118.3363"
"231805634","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","2115","18","Southeast","1834","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0906 1822 1300 0430","18","M","B","102","SIDEWALK","109","SEMI-AUTOMATIC PISTOL","IC","Invest Cont","230","","","","700 E  108TH                        ST","","33.9383","-118.263"
"231800518","01/18/2023 12:00:00 AM","01/18/2023 12:00:00 AM","2050","18","Southeast","1837","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1100 0450 0906 1822 0216 1300 1407 0371 0302","36","M","H","101","STREET","109","SEMI-AUTOMATIC PISTOL","IC","Invest Cont","230","998","","","1700 E  107TH                        ST","","33.9386","-118.2408"
"231004295","01/07/2023 12:00:00 AM","01/07/2023 12:00:00 AM","1300","10","West Valley","1008","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344 2032","38","F","H","711","ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*","","","IC","Invest Cont","440","","","","7700    HAYVENHURST                  AV","","34.2111","-118.4924"
"231605478","02/14/2023 12:00:00 AM","01/31/2023 12:00:00 AM","0445","16","Foothill","1684","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","54","M","O","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","440","","","","8400    AMBOY                        AV","","34.2228","-118.3911"
"231804246","01/04/2023 12:00:00 AM","01/01/2023 12:00:00 AM","1000","18","Southeast","1881","1","330","BURGLARY FROM VEHICLE","1822 1202 1302 1607 0344 1300","75","F","W","101","STREET","","","IC","Invest Cont","330","","","","16300 S  VERMONT                      AV","","33.8834","-118.2913"
"231806307","02/14/2023 12:00:00 AM","02/14/2023 12:00:00 AM","1700","18","Southeast","1836","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0913 1300","50","M","B","108","PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","10600    ANTWERP                      ST","","33.9397","-118.2484"
